Date,NDX,AAPL,MSFT,INTC,COST,MDB,KDP,CERN,ADBE,NVDA,NFLX,PEP,PYPL,ADSK,DOCU,FTNT,OKTA,QCOM,VRSN,ZBRA,AKAM,ANSS,CDW
2018-10-09,7371.62,54.87,108.09,42.92,212.37,68.17,21.42,61.67,254.16,65.89,355.71,98.35,80.03,142.86,41.51,82.56,59.69,64.05,148.02,157.38,64.93,165.84,81.41
2018-10-10,7044.5,52.33,102.21,41.31,209.42,64.2,21.95,61.08,237.91,60.97,325.89,97.64,75.45,133.5,40.6,79.57,55.42,60.95,140.9,149.58,62.5,155.71,78.4
2018-10-11,6964.03,51.86,101.97,40.79,210.15,63.1,21.27,59.76,238.59,58.35,321.1,95.57,75.9,130.89,40.25,77.12,54.64,58.72,139.12,151.0,61.34,153.51,77.46
2018-10-12,7157.21,53.72,105.5,41.38,215.01,64.69,21.5,60.27,248.87,61.18,339.56,95.77,79.03,138.18,44.64,79.95,57.59,58.72,143.98,157.71,63.0,158.9,79.38
2018-10-15,7068.67,52.57,103.6,41.06,212.69,65.14,21.75,60.57,238.01,58.41,333.13,96.09,77.23,134.6,43.83,80.15,58.22,58.61,142.51,160.8,63.3,156.51,78.87
2018-10-16,7276.43,53.73,106.87,42.36,215.7,70.3,22.29,62.45,260.67,61.0,346.4,97.69,80.61,141.42,47.72,82.71,61.91,60.39,146.79,168.37,65.2,159.0,81.4
2018-10-17,7278.63,53.49,106.6,42.32,216.47,70.53,22.33,62.31,258.91,60.32,364.7,98.53,80.09,141.77,47.52,81.66,62.26,60.37,145.89,169.06,65.69,158.85,80.87
2018-10-18,7116.09,52.24,104.47,41.47,216.55,68.79,22.21,60.87,250.35,59.44,346.71,98.18,77.48,137.29,46.24,81.71,59.39,59.5,142.2,168.49,64.5,153.81,80.29
2018-10-19,7107.23,53.04,104.62,40.57,217.58,65.04,22.47,61.1,245.03,56.87,332.67,100.33,84.78,133.18,42.01,81.2,55.76,59.7,141.39,164.95,64.24,150.58,77.77
2018-10-22,7141.21,53.36,105.56,41.5,217.01,69.14,22.32,61.1,251.06,57.38,329.54,99.52,85.43,135.64,42.46,82.94,57.42,60.39,143.47,168.18,65.18,152.89,79.17
2018-10-23,7118.67,53.87,104.08,41.03,216.71,71.26,22.15,61.61,251.76,54.86,333.16,100.18,87.57,134.12,41.33,83.4,57.27,60.63,141.11,166.7,64.22,150.73,80.15
2018-10-24,6789.15,52.02,98.52,39.12,211.98,66.99,22.33,59.98,238.44,49.48,301.83,102.76,83.09,124.92,39.17,79.1,52.78,57.19,133.91,159.74,62.28,144.0,77.55
2018-10-25,7016.39,53.16,104.27,40.86,214.49,72.52,22.44,60.46,252.92,51.58,312.87,102.66,85.96,130.01,40.32,81.1,54.94,57.72,135.84,162.9,63.29,146.83,78.08
2018-10-26,6852.4,52.31,102.98,42.13,206.71,71.26,22.49,53.89,245.8,49.21,299.83,100.47,83.37,124.71,41.18,78.19,51.94,57.07,138.67,160.6,61.97,143.51,76.78
2018-10-29,6713.9,51.33,99.99,41.86,210.71,73.6,22.65,56.66,239.75,46.06,284.84,102.69,81.15,124.13,40.35,77.54,52.48,56.78,135.32,155.48,62.05,143.81,75.81
2018-10-30,6810.12,51.59,99.87,44.04,215.93,77.29,22.95,55.74,238.41,50.37,285.81,103.49,80.9,125.96,41.74,78.95,53.53,57.71,138.66,163.42,72.55,146.2,77.35
2018-10-31,6967.1,52.93,102.84,43.23,216.6,81.5,24.26,55.57,245.76,52.32,301.78,102.23,84.19,129.25,41.94,82.18,58.36,57.44,142.54,166.3,72.25,149.55,86.75
2018-11-01,7069.17,53.74,101.98,44.46,217.52,80.91,24.75,55.73,245.28,54.12,317.38,101.44,85.04,135.23,41.85,83.69,59.93,58.19,140.8,169.0,72.29,153.14,86.0
2018-11-02,6965.29,50.18,102.21,43.44,218.05,79.69,24.87,55.03,239.64,53.33,309.1,101.13,83.51,134.13,42.82,72.56,57.77,57.84,165.02,168.06,71.76,155.28,84.85
2018-11-05,6937.09,48.75,103.51,44.23,222.11,78.13,24.87,54.96,239.89,52.55,315.44,104.06,84.05,133.5,42.41,74.87,56.53,57.97,160.8,168.0,68.95,153.21,84.53
2018-11-06,6988.85,49.28,103.72,43.84,224.25,76.06,25.39,55.88,240.56,52.37,310.84,104.8,84.69,133.7,42.55,74.75,56.1,58.12,157.15,178.74,69.83,152.91,84.83
2018-11-07,7203.13,50.78,107.8,45.21,227.72,82.1,25.78,56.79,253.43,53.05,327.5,105.17,88.23,138.92,43.88,77.86,62.6,57.73,159.85,180.24,71.55,159.8,86.93
2018-11-08,7158.59,50.6,107.6,45.46,226.68,81.35,26.57,56.32,249.96,51.12,317.92,105.58,89.04,140.61,44.82,77.91,61.49,53.02,160.13,182.48,72.18,169.68,88.4
2018-11-09,7039.15,49.62,105.5,44.64,225.76,75.42,26.61,55.85,244.84,51.04,303.47,106.87,86.76,135.55,44.43,74.73,59.28,51.81,160.1,181.5,70.94,165.86,87.78
2018-11-12,6829.1,47.12,102.9,43.29,222.67,69.83,26.6,55.07,236.67,47.03,294.07,106.4,83.78,130.11,41.34,73.74,54.62,49.77,153.3,177.43,69.08,159.09,85.96
2018-11-13,6830.91,46.65,102.97,43.97,222.34,69.35,26.06,54.73,238.74,49.46,294.4,106.56,83.78,130.92,42.59,73.48,55.0,49.47,152.61,176.87,69.19,159.27,86.39
2018-11-14,6769.87,45.34,101.51,43.7,221.56,71.82,25.9,54.81,235.22,48.93,286.73,106.11,84.05,129.43,39.86,73.34,54.86,49.27,151.31,173.26,68.41,155.75,84.07
2018-11-15,6890.45,46.45,103.74,44.64,218.36,79.24,25.7,55.56,239.95,50.22,290.06,106.25,86.74,134.29,40.37,72.75,58.02,50.59,155.67,178.91,69.46,160.24,85.35
2018-11-16,6867.02,46.97,104.72,45.31,219.38,82.9,25.86,56.16,238.89,40.8,286.21,107.66,85.06,134.04,39.0,73.45,57.71,51.04,155.75,180.7,69.87,158.25,86.2
2018-11-19,6642.92,45.11,101.17,44.54,217.22,73.25,25.6,54.57,219.69,35.91,270.6,108.26,80.13,125.74,37.41,67.78,48.67,50.14,149.2,169.41,68.27,149.71,84.68
2018-11-20,6526.96,42.95,98.35,43.97,208.26,70.06,24.55,54.61,219.73,36.99,266.98,105.52,77.76,123.05,38.33,67.04,47.82,50.16,147.19,162.29,66.67,149.45,82.88
2018-11-21,6575.66,42.9,99.71,43.64,207.56,73.95,24.41,54.9,225.98,35.91,262.13,104.87,79.12,135.04,40.76,68.54,51.69,50.48,149.39,164.34,67.88,152.01,83.59
2018-11-23,6527.35,41.81,99.67,43.19,208.97,76.12,24.76,55.21,225.56,35.98,258.82,104.99,77.95,132.69,40.82,67.96,52.05,50.46,150.33,165.0,67.79,150.44,84.97
2018-11-26,6678.34,42.38,102.96,44.03,208.4,80.56,24.9,56.2,231.96,37.98,261.43,105.39,80.86,138.8,41.11,70.84,55.03,50.9,153.65,169.04,68.4,154.21,86.79
2018-11-27,6701.04,42.29,103.6,44.61,211.78,79.55,24.35,56.22,232.25,38.15,266.63,105.92,81.97,140.16,40.64,70.7,53.48,50.75,150.8,168.58,67.57,151.75,85.84
2018-11-28,6913.33,43.91,107.45,45.34,218.74,83.99,24.87,56.66,249.21,39.72,282.65,107.8,85.98,143.16,41.82,73.52,58.14,51.74,155.85,178.11,69.6,160.49,88.1
2018-11-29,6892.4,43.58,106.55,44.26,219.36,81.9,25.18,55.64,249.09,39.09,288.75,107.59,84.26,145.55,41.77,73.9,61.37,53.07,156.66,177.92,68.11,159.4,89.34
2018-11-30,6949.01,43.34,107.23,45.76,219.63,82.9,25.19,56.18,250.89,40.6,286.13,110.93,85.81,144.5,41.76,73.84,63.65,53.21,156.06,179.8,68.75,162.02,89.63
2018-12-03,7062.13,44.85,108.39,46.52,220.39,84.98,24.59,56.38,255.26,42.24,290.3,108.23,87.98,148.02,42.52,75.11,64.87,54.02,159.27,181.37,70.24,163.42,92.81
2018-12-04,6795.21,42.88,104.94,44.31,214.95,83.73,24.68,54.45,245.82,39.03,275.33,107.16,84.19,139.84,41.47,73.38,60.65,52.73,153.55,171.02,68.71,156.64,90.76
2018-12-06,6838.85,42.4,105.59,44.88,221.45,90.74,24.24,53.23,250.63,39.32,282.88,107.13,85.82,140.14,41.77,75.44,66.95,52.73,157.4,172.58,69.02,158.19,92.39
2018-12-07,6613.28,40.89,101.36,42.91,213.53,84.35,24.54,52.13,238.0,36.67,265.14,106.19,82.77,132.57,39.66,71.61,62.38,51.69,153.95,165.34,66.65,152.37,88.46
2018-12-10,6682.74,41.16,104.04,43.81,211.44,83.05,24.21,52.82,244.09,37.72,269.7,106.53,84.93,135.02,40.69,74.7,64.55,52.85,157.0,167.87,67.28,154.38,87.63
2018-12-11,6704.24,40.93,105.01,43.97,215.09,85.15,24.53,53.33,245.34,36.81,265.32,107.54,85.51,133.87,41.66,74.44,64.54,52.95,155.42,169.97,67.42,153.79,87.8
2018-12-12,6763.96,41.04,105.48,44.38,216.32,89.06,24.37,54.47,245.55,36.99,274.88,107.28,86.5,137.79,42.4,75.19,67.03,53.29,157.12,173.51,68.03,156.96,88.53
2018-12-13,6767.97,41.49,105.84,44.81,215.1,89.56,24.4,55.08,248.08,36.98,276.02,108.51,87.56,135.57,43.15,74.51,67.27,53.63,156.3,172.79,67.25,154.66,86.85
2018-12-14,6594.96,40.16,102.53,44.41,196.63,90.58,24.19,54.24,230.0,36.38,266.84,104.48,85.92,131.5,42.89,72.91,66.81,53.2,152.67,171.89,65.1,149.71,84.82
2018-12-17,6448.39,39.79,99.49,43.69,192.04,82.88,23.55,52.68,221.38,35.67,262.8,103.49,84.1,127.27,41.75,68.24,60.45,52.63,150.1,158.97,64.21,146.42,81.94
2018-12-18,6491.52,40.3,100.54,44.3,192.76,84.39,22.99,51.52,226.18,36.5,270.94,102.55,85.51,130.58,41.87,70.07,62.76,53.35,150.03,162.93,64.35,150.09,82.24
2018-12-19,6342.97,39.05,100.27,42.29,191.26,85.55,23.42,50.52,224.65,34.41,266.77,100.9,84.03,128.13,41.11,70.02,62.67,52.34,149.71,159.04,63.02,146.22,81.47
2018-12-20,6243.19,38.06,98.16,42.26,187.2,79.77,23.65,49.17,218.65,33.56,260.58,101.05,82.44,124.93,39.91,69.87,58.77,52.04,147.02,150.99,62.3,143.8,77.92
2018-12-21,6046.56,36.58,94.99,41.61,184.72,72.95,23.44,47.74,208.8,32.19,246.39,100.33,78.14,120.3,37.99,65.84,54.59,50.64,142.44,146.25,59.8,140.19,74.76
2018-12-24,5899.35,35.63,91.02,40.45,180.42,71.78,23.0,47.44,205.16,31.57,233.88,97.22,77.06,118.32,37.48,65.51,53.75,49.53,139.54,142.9,58.33,136.81,72.85
2018-12-26,6262.77,38.14,97.24,42.86,188.62,79.69,23.9,50.02,222.95,33.06,253.67,99.33,82.8,125.93,39.65,68.57,59.82,51.67,146.06,152.52,60.98,142.85,77.04
2018-12-27,6288.3,37.9,97.84,43.02,190.95,82.29,23.77,50.45,225.14,32.58,255.57,100.33,84.31,127.41,40.99,70.39,61.41,51.79,148.06,155.35,61.65,144.16,76.84
2018-12-28,6285.27,37.92,97.08,43.38,191.86,80.5,23.71,50.46,223.13,33.2,256.08,101.19,83.26,127.23,40.5,70.34,61.61,52.45,146.88,155.97,61.05,142.99,77.12
2018-12-31,6329.97,38.28,98.22,43.55,193.45,83.74,23.92,50.88,226.24,33.16,267.66,101.3,84.09,128.61,40.08,70.43,63.8,52.54,148.29,159.23,61.08,142.94,78.38
2019-01-02,6360.87,38.33,97.78,43.69,194.45,79.95,23.59,50.32,224.57,33.84,267.66,100.2,85.75,128.96,40.82,69.68,63.26,53.0,147.76,156.24,59.01,143.01,76.56
2019-01-03,6147.13,34.51,94.19,41.28,190.32,75.89,23.5,49.19,215.7,31.79,271.2,99.26,82.09,121.85,38.83,67.57,59.56,51.43,142.59,146.88,57.7,137.64,74.59
2019-01-04,6422.67,35.98,98.57,43.82,195.85,81.73,23.99,50.67,226.19,33.83,297.57,101.3,86.27,128.28,40.9,66.91,63.15,52.26,148.97,152.97,59.38,143.66,75.31
2019-01-07,6488.25,35.9,98.69,44.02,196.57,85.7,24.29,50.38,229.26,35.62,315.34,100.43,86.93,132.72,41.69,70.09,66.27,52.11,151.4,155.29,61.24,147.32,75.01
2019-01-08,6551.85,36.59,99.41,44.3,198.04,89.99,24.3,51.54,232.68,34.73,320.27,101.39,88.7,133.87,42.08,71.55,68.9,51.66,156.92,156.33,62.45,148.05,77.62
2019-01-09,6600.69,37.21,100.83,44.55,199.33,86.62,24.85,51.84,235.43,35.42,319.96,98.56,89.55,136.77,42.67,73.08,68.78,52.27,155.64,160.21,63.26,150.64,78.65
2019-01-10,6620.94,37.33,100.18,45.06,200.03,75.2,24.67,52.46,237.77,36.08,324.66,99.16,90.7,136.71,44.03,73.21,68.84,52.44,157.76,160.35,63.13,152.6,79.24
2019-01-11,6601.4,36.96,99.41,45.4,199.91,74.48,25.34,52.27,237.55,36.97,337.59,99.17,90.65,136.74,43.48,73.27,68.41,53.09,157.93,163.2,63.1,154.75,77.93
2019-01-14,6541.04,36.4,98.68,44.87,198.47,73.74,24.73,52.43,234.56,37.37,332.94,98.4,90.43,134.75,43.22,72.26,70.48,52.9,157.0,163.61,62.69,153.6,76.63
2019-01-15,6669.64,37.15,101.54,45.1,200.4,78.4,24.94,52.83,242.36,37.23,354.64,99.93,91.6,135.88,44.99,74.63,72.44,51.45,160.45,166.4,63.44,156.16,77.84
2019-01-16,6668.56,37.6,101.9,44.66,199.59,74.05,24.66,52.04,241.95,36.97,351.39,99.34,90.55,135.3,43.06,72.34,72.86,51.03,161.63,168.73,63.82,157.13,77.88
2019-01-17,6718.45,37.83,102.62,44.98,200.81,75.6,24.67,51.81,244.4,37.69,353.19,100.14,90.4,136.5,44.9,72.65,76.4,50.57,163.42,175.59,64.83,158.31,78.1
2019-01-18,6784.61,38.06,104.15,45.64,202.83,80.34,25.03,52.45,247.51,38.98,339.1,100.92,91.12,141.73,47.0,70.5,77.9,51.03,164.44,177.79,65.79,161.71,79.0
2019-01-22,6646.81,37.21,102.19,44.79,201.7,81.23,24.92,51.4,243.85,36.95,325.16,100.78,89.94,139.06,45.85,69.85,77.22,50.12,163.07,173.01,64.51,161.03,77.68
2019-01-23,6658.76,37.36,103.19,44.48,201.41,84.09,24.88,52.47,245.14,37.08,321.99,101.53,90.5,137.49,45.4,71.48,78.27,47.8,163.09,173.15,64.35,158.63,78.71
2019-01-24,6702.55,37.06,102.69,46.17,199.72,84.27,24.75,52.83,242.56,39.21,326.67,100.4,92.2,136.05,46.71,72.52,79.33,46.91,163.48,174.64,64.57,158.1,78.48
2019-01-25,6787.37,38.29,103.63,43.65,198.54,86.9,24.69,53.26,244.95,39.78,338.05,100.26,94.28,142.08,48.57,73.59,79.62,47.36,165.96,175.86,65.44,161.65,79.26
2019-01-28,6697.09,37.93,101.61,43.34,200.15,88.39,24.69,53.31,241.85,34.28,335.66,99.78,92.3,140.77,48.82,73.72,78.99,46.75,166.16,172.24,65.0,160.7,79.36
2019-01-29,6632.79,37.54,99.54,43.19,199.72,86.99,24.85,52.87,238.27,32.69,328.9,99.94,91.12,140.16,48.3,73.21,77.11,45.61,164.41,170.71,64.17,158.86,79.22
2019-01-30,6807.91,40.11,102.87,44.11,200.7,88.19,24.95,52.86,242.67,34.13,340.66,101.61,92.42,146.0,49.37,75.16,78.91,46.32,168.25,171.36,64.69,162.99,80.24
2019-01-31,6906.84,40.39,100.98,43.72,203.82,92.36,25.55,53.27,247.82,35.71,339.5,103.31,88.76,147.2,49.45,76.57,82.43,45.72,169.27,173.6,65.1,164.35,80.53
2019-02-01,6875.52,40.41,99.39,45.22,199.68,92.67,25.54,53.22,247.38,35.95,339.85,102.87,90.01,149.07,49.96,78.9,83.56,45.8,170.52,175.06,65.52,167.55,80.8
2019-02-04,6959.96,41.56,102.25,45.67,200.54,95.27,25.5,53.93,254.74,37.06,351.34,103.69,91.66,151.59,51.04,80.14,81.38,45.88,173.29,176.55,67.04,169.05,81.42
2019-02-05,7023.52,42.27,103.68,46.41,200.95,97.09,25.45,53.76,254.82,37.25,355.81,103.52,92.27,152.42,52.45,81.97,82.11,46.84,173.78,178.87,68.17,170.22,82.71
2019-02-06,6997.62,42.29,102.53,46.6,200.94,95.07,25.46,54.59,254.35,38.01,352.19,103.66,92.25,152.28,51.3,81.22,81.46,47.18,173.89,180.76,67.51,170.78,82.58
2019-02-07,6904.98,41.49,101.8,45.97,199.06,95.87,25.5,53.94,253.74,36.62,344.71,103.69,90.85,150.56,50.71,79.36,80.67,46.67,173.05,176.79,66.59,169.55,88.08
2019-02-08,6913.13,41.53,102.18,45.61,197.82,98.35,26.08,54.34,257.0,36.81,347.57,103.63,91.87,154.31,51.77,81.02,83.17,46.43,173.09,176.4,67.09,171.73,87.33
2019-02-11,6909.18,41.3,101.78,45.54,198.74,99.29,26.45,55.78,258.39,36.38,345.73,103.58,92.69,154.57,51.63,81.69,82.93,46.93,170.53,178.38,68.51,171.23,87.53
2019-02-12,7014.67,41.65,103.36,46.7,201.77,100.26,26.56,57.06,261.37,37.55,359.97,104.33,94.38,159.54,52.66,83.13,84.62,47.7,174.29,182.96,69.33,175.01,89.66
2019-02-13,7015.88,41.48,103.28,47.13,202.63,98.29,26.68,55.23,260.23,37.98,351.77,104.64,94.01,160.03,53.65,82.42,83.6,47.63,174.28,183.97,70.37,173.11,89.65
2019-02-14,7022.42,41.63,103.37,47.45,203.62,99.29,26.22,55.11,260.14,38.39,359.07,103.23,94.42,159.94,53.33,83.19,85.2,47.61,175.11,196.47,70.78,173.2,90.76
2019-02-15,7055.18,41.54,104.65,48.24,206.12,100.3,26.51,56.18,259.45,39.08,356.87,106.28,94.91,160.35,53.63,83.11,84.76,47.99,175.4,199.75,70.09,174.49,91.71
2019-02-19,7066.61,41.66,104.6,48.0,207.69,100.02,26.44,55.82,257.81,38.91,361.92,106.3,95.02,160.68,54.33,83.93,85.08,48.02,175.68,199.32,70.47,174.46,91.56
2019-02-20,7062.34,41.93,104.06,47.99,206.73,100.49,26.44,56.05,258.1,39.38,359.91,106.2,94.73,159.8,54.11,83.87,83.99,48.43,176.01,199.85,69.83,174.66,91.67
2019-02-21,7035.16,41.69,106.25,48.01,204.94,103.11,26.44,55.52,257.76,38.69,356.97,106.45,94.96,159.83,53.83,84.49,82.07,48.33,176.0,199.82,68.82,174.49,91.87
2019-02-22,7090.63,42.16,107.77,49.02,205.95,106.21,25.79,56.01,258.9,39.54,363.02,107.06,95.98,161.51,53.99,86.79,84.17,49.04,178.79,206.35,69.86,175.48,92.88
2019-02-25,7115.43,42.47,108.37,49.59,206.67,107.92,25.34,55.29,258.62,39.42,363.91,106.41,96.7,163.94,54.74,87.06,84.23,48.92,178.08,204.64,69.54,175.01,92.71
2019-02-26,7123.22,42.49,109.12,49.71,207.21,98.27,24.92,55.3,261.22,39.02,364.97,106.33,96.59,163.31,55.01,86.98,83.75,48.96,178.28,202.98,69.6,174.83,92.42
2019-02-27,7117.0,42.62,108.93,49.72,207.62,100.48,25.29,55.29,262.9,38.6,362.87,105.78,97.86,164.28,55.54,87.9,85.25,48.97,177.9,202.48,69.28,176.83,92.1
2019-02-28,7097.53,42.2,108.79,49.45,208.28,101.56,23.61,54.28,262.5,38.36,358.1,106.89,98.07,163.01,55.15,86.79,84.88,49.29,178.04,200.51,69.66,177.26,91.08
2019-03-01,7151.57,42.65,109.28,49.77,208.95,104.16,24.41,54.28,264.01,38.9,357.32,107.39,98.8,159.77,56.29,86.93,86.43,50.04,180.5,202.21,71.09,182.23,91.99
2019-03-04,7150.83,42.86,109.02,50.37,207.97,96.77,24.45,53.72,258.16,38.98,351.04,107.38,96.57,157.79,55.56,83.82,79.56,49.65,176.82,201.73,70.29,180.13,91.44
2019-03-05,7156.79,42.78,108.47,50.13,209.31,101.03,24.41,54.07,257.38,38.92,354.3,107.25,96.53,154.71,55.74,83.62,80.11,49.8,177.79,201.64,70.55,178.75,91.03
2019-03-06,7112.47,42.54,108.52,49.45,208.75,97.09,24.88,53.79,256.4,37.81,359.61,107.83,96.46,153.51,55.22,82.9,79.98,51.18,176.74,201.24,71.54,178.68,90.42
2019-03-07,7026.88,42.04,107.2,49.12,206.43,99.46,24.91,53.75,255.46,37.11,352.6,107.31,96.21,152.77,55.5,82.48,81.21,50.46,177.49,201.99,70.47,178.79,88.98
2019-03-08,7015.69,42.14,107.32,49.01,216.93,99.8,24.78,53.8,254.74,37.46,349.6,106.51,95.69,152.37,55.99,80.67,78.43,50.0,177.73,201.9,70.3,177.43,89.54
2019-03-11,7164.02,43.6,109.57,49.82,218.71,104.57,25.23,54.58,260.96,40.07,358.86,107.77,97.45,154.04,57.15,82.56,80.93,50.76,179.07,209.45,71.94,178.73,91.87
2019-03-12,7201.28,44.09,110.34,50.02,221.82,104.88,25.56,55.19,263.51,40.41,356.27,107.75,97.5,154.81,57.27,82.4,80.63,51.22,180.5,210.72,72.18,180.96,93.12
2019-03-13,7256.98,44.29,111.19,50.77,225.08,104.26,25.66,55.84,264.38,41.93,361.21,107.76,99.31,153.38,57.66,83.66,80.47,51.73,180.48,211.53,72.72,180.81,94.07
2019-03-14,7243.01,44.78,111.28,49.9,222.66,130.94,25.69,55.44,267.69,41.17,358.82,106.76,99.03,153.15,58.85,84.38,82.88,51.74,181.43,212.67,72.71,180.62,93.73
2019-03-15,7306.99,45.36,112.56,50.73,222.43,134.23,25.98,56.18,257.09,42.22,361.46,106.91,100.73,153.28,56.47,83.26,79.21,52.86,181.62,211.4,72.47,180.38,94.89
2019-03-18,7326.28,45.83,114.18,50.52,225.28,137.98,26.12,55.95,257.76,42.01,363.44,108.4,100.27,153.85,57.75,84.51,82.87,53.08,180.91,213.21,72.21,180.9,94.12
2019-03-19,7349.28,45.46,114.25,50.58,225.72,138.76,25.81,55.86,260.42,43.69,358.78,109.15,101.54,155.1,56.66,85.32,81.19,53.21,182.3,213.68,72.59,181.12,94.63
2019-03-20,7380.75,45.86,114.13,50.26,225.65,143.73,26.06,55.88,259.74,43.37,375.22,109.37,102.31,154.31,55.38,85.6,81.77,53.39,181.85,214.59,72.52,180.23,94.26
2019-03-21,7493.27,47.55,116.75,51.02,228.09,154.64,26.32,56.54,264.18,45.74,377.87,110.4,104.15,158.82,57.08,88.3,85.47,53.96,185.38,218.3,73.44,182.33,95.63
2019-03-22,7326.06,46.57,113.67,49.73,226.2,152.76,26.01,55.26,259.69,44.14,361.01,111.59,101.27,154.22,53.34,85.19,81.05,53.07,181.67,207.24,71.23,177.18,93.0
2019-03-25,7316.96,46.0,114.26,49.29,225.64,151.01,26.1,55.0,262.27,43.21,366.23,111.71,101.55,154.69,52.59,85.02,82.16,52.9,181.27,204.97,69.12,177.44,92.8
2019-03-26,7351.15,45.53,114.51,49.9,227.64,150.29,26.42,55.02,265.59,43.98,359.97,112.79,103.15,155.91,53.74,84.84,83.5,54.17,182.97,208.95,69.82,179.69,92.83
2019-03-27,7308.19,45.94,113.4,49.64,227.96,146.17,26.21,54.93,262.34,43.89,353.37,112.67,103.07,153.1,51.88,81.83,80.76,53.15,180.18,206.76,70.78,178.55,91.38
2019-03-28,7320.47,46.0,113.55,49.59,229.69,146.18,26.25,54.85,263.53,44.07,354.61,112.62,103.86,153.03,51.78,82.35,81.31,52.82,181.04,208.46,71.09,180.29,92.26
2019-03-29,7378.77,46.3,114.53,50.15,230.56,147.02,26.25,55.5,266.49,44.65,356.56,113.28,103.84,155.82,51.84,83.97,82.73,53.27,181.56,209.53,71.71,182.71,93.48
2019-04-01,7478.42,46.61,115.58,50.9,232.52,147.95,26.0,55.8,272.17,45.33,366.96,112.77,105.55,163.82,52.14,85.22,84.23,53.99,185.96,211.91,73.0,187.45,95.67
2019-04-02,7499.64,47.29,115.75,50.76,229.0,144.7,25.69,55.23,271.35,45.5,367.72,112.47,105.23,164.35,53.72,85.63,85.79,54.26,186.88,213.62,72.73,187.61,96.3
2019-04-03,7544.97,47.61,116.51,51.81,230.89,146.63,25.91,55.42,271.5,46.9,369.75,112.36,104.69,166.65,54.14,87.49,89.35,53.87,188.09,215.04,73.45,188.54,97.49
2019-04-04,7540.57,47.7,115.91,52.22,232.71,139.95,25.73,55.35,267.89,46.81,367.88,112.28,104.46,165.05,53.34,83.5,85.39,54.04,186.13,214.01,73.39,184.98,97.55
2019-04-05,7578.84,48.02,116.43,51.92,234.11,135.66,25.78,55.61,267.45,47.48,365.49,112.42,105.73,166.33,53.84,84.11,86.83,54.16,189.24,218.33,74.07,185.83,97.77
2019-04-08,7599.74,48.77,116.47,51.99,234.73,132.87,26.06,55.39,268.81,47.69,361.41,112.77,106.57,166.74,53.81,86.08,87.64,53.95,189.77,221.44,74.47,186.41,98.94
2019-04-09,7568.49,48.63,115.84,51.66,233.2,136.33,26.12,61.09,268.99,47.06,364.71,112.93,106.93,167.06,53.58,87.31,92.65,53.65,189.02,220.12,74.32,186.66,98.92
2019-04-10,7611.49,48.9,116.72,52.06,233.87,143.58,26.48,61.81,271.58,47.77,363.92,112.81,107.51,170.46,55.91,89.62,92.76,52.61,188.97,225.61,75.09,187.92,100.93
2019-04-11,7594.89,48.49,116.86,52.11,229.71,143.71,25.36,60.34,271.9,47.63,367.65,112.46,106.46,171.88,55.35,89.68,95.02,52.21,189.53,226.7,75.43,188.59,103.5
2019-04-12,7628.15,48.47,117.46,52.69,230.38,142.81,25.02,60.93,271.86,47.25,351.14,112.98,108.48,171.87,55.25,92.71,95.24,53.19,189.6,233.74,77.05,189.55,103.8
2019-04-15,7629.12,48.56,117.55,52.55,234.55,144.79,25.06,61.57,272.22,45.93,348.87,114.3,108.14,172.77,55.42,95.22,95.69,53.41,189.05,231.28,76.65,189.96,104.9
2019-04-16,7654.73,48.56,117.28,52.96,233.61,138.14,24.94,61.17,271.43,46.8,359.46,113.15,108.2,172.67,55.21,94.05,94.22,65.8,188.8,234.21,76.61,189.4,104.46
2019-04-17,7680.72,49.51,118.25,54.68,233.82,132.19,24.77,60.54,269.45,46.57,354.74,117.4,108.81,168.03,53.18,92.37,92.2,73.86,186.3,232.22,76.03,187.09,102.04
2019-04-18,7689.72,49.69,119.81,54.62,234.06,125.38,25.11,60.84,270.57,46.32,360.35,117.47,107.36,169.2,52.79,91.08,91.94,74.62,186.65,232.68,75.34,186.59,102.23
2019-04-22,7713.49,49.85,120.19,54.93,231.78,130.41,25.34,60.8,272.21,46.86,377.34,116.87,106.81,172.15,54.13,91.57,95.51,76.56,187.04,230.51,76.69,189.04,101.78
2019-04-23,7810.71,50.57,121.82,54.89,233.84,137.33,25.81,61.93,278.49,47.41,381.89,117.47,106.9,175.28,55.24,91.99,101.05,81.0,189.29,233.44,77.66,192.2,102.92
2019-04-24,7784.41,50.49,121.4,54.83,236.1,135.16,25.95,62.24,275.45,47.54,374.23,117.32,107.22,176.31,55.84,92.26,101.73,81.1,189.36,235.44,78.14,192.91,103.19
2019-04-25,7816.92,50.03,125.42,53.8,233.86,137.66,26.11,62.67,277.66,46.48,368.33,116.59,110.22,175.32,57.01,92.9,101.65,79.46,189.18,231.41,78.61,191.93,102.1
2019-04-26,7826.68,49.8,126.14,48.96,232.16,138.98,26.93,63.14,281.96,44.28,374.85,116.84,110.56,176.99,57.26,93.02,102.99,80.92,199.86,229.18,78.86,194.66,102.14
2019-04-29,7839.04,49.87,126.02,47.73,232.6,137.5,27.0,63.91,286.14,44.59,371.83,117.1,112.44,176.68,57.66,93.03,103.4,81.49,197.47,226.91,79.35,193.59,101.73
